id,review_id,visible,response,"I'm sorry, there is no comment provided for me to determine if it is helpful, negative, or vulgar. Please provide the comment for me to analyze."
27192,11441,1,"We have visited Paris before and if this was our first trip, I probably would have picked a different hotel.  Nothing wrong with the hotel, but, we didn't need the allure of a more expensive hotel since we weren't first timers.  We just wanted a nice, central, and comfortable place to serve as our resting place and this hotel did that admirably. ",Helpful.
27205,11447,1,"Great location
Reasonably priced",helpful
27208,11448,1,wem style wichtiger ist als lebensqualität - go for it ,negative
27221,11454,1,"Walk EVERYWHERE from here ... if you need a cab, it can't be too expensive, because everything you want and need is a stones throw away.",helpful
27230,11458,1,Try Thai food in Nahm after starting the evening with drinks in Met bar!,helpful
27239,11462,1,Tram stops directly in front and you can buy all day tickets from the front desk - very convenient,helpful
27244,11464,1,a corner room with city view is sublime.,helpful
27249,11466,1,This hotel is not in the center of the city and does require a short taxi ride around €10 and 10minutes. This was not an issue for us as we prefer to stay in boutique hotels with a nice ambience than the big chain hotels. so it wasn't a bother.,helpful
27260,11471,0,"Smoking is permitted in the lobby, FYI.",Negative.
27263,11472,0,there is not much space in the basic rooms to set out your things. might be worth upgrading.,helpful
27268,11474,1,Opter pour une chambre sur le jardin.,Helpful.
27277,11478,1,Take the room on the main beach. ,helpful
27286,11482,1,"for new to Tokyo non-Japanese speaking visitors, Chris at the front desk/concierge is an amazing resource.  he knows where to go, how to get there and everything that's going on in Tokyo. ",helpful
27295,11486,1,Recomendaría sin duda la estancia en este hotel,Helpful.
27298,11487,1,Request a room not facing the front as the street noise was quite loud during the early hours of the morning.Bring your ear plugs.,helpful
27301,11488,1,Do not stay in Garden wing.,helpful
27304,11489,1,"The other beaches on the island are great too! Don't let the daytrippers annoy you, as they leave by 3 and serene paradise returns ",helpful
27309,11491,1,"Go and see for yourself, this is a truly great hotel.  ",Helpful.
27312,11492,1,Save up and stay at the Nimb - it's amazing.,helpful
27315,11493,1,"Rooks are a bit sterile, our room felt a bit more like a corporate apartment than a hotel room.  ",helpful
27318,11494,1,It can be a little hard to spot the hoted from the street as it's front is a converted terrace. Look for it and go through the gate.,helpful
27321,11495,1,Reception is hidden down a tiny laneway. Don't miss it!,helpful
27324,11496,1,Ne pas prendre une chambre standards car vraiment très petite,helpful
27333,11500,1,"サンフランシスコでお薦めの宿です。
記念に残る宿泊体験希望や、ハネムーンでの滞在に適しています。",helpful
27336,11501,1,"It took us a minute to find the hidden closet with the full length mirror concealed in the side panel next to the window, but once we did we were delighted by the clever use of space.",helpful
27341,11503,0,"Request higher rooms.  The ""water view"" rooms below 5 really just look onto buildings. ",helpful
27348,11506,1,"Avoid, do not stay at this hotel,we left after 2 days had book for 6 days",Negative.
27351,11507,1,Location is not terribly safe.,helpful
27358,11510,1,"Use the bus stop outside, even though you can easily walk to both the west end and the city, the 55 bus outside the door runs every five minutes, reaching Oxford Street in 5 minutes in one direction and the banking district in 5 minutes in the other. Perfect. ",Helpful.
27361,11511,1,share breakfast ,helpful
27368,11514,1,Higher floors might be quieter.,helpful
27373,11516,1,"Get a real sense for the size of the room you're going to be in.  My room was fine for one, but it would have been a squeeze just for two.  ",Helpful.
27376,11517,1,"The area where this hotel is located is called Palermo Hollywood. Personally, Palermo Soho is much more appealing and beautiful. Both Palermos are close to each other, however taxis are recommended for safety. Always use a Radio-Taxi cab, you can tell which ones are by reading the sign on the passenger doors. Do not take cabs that don't say ""Radio-Taxi"". They will scam you with counterfeit money.",Helpful.
27385,11521,1,Try eating out at one of the restaurants along the beach. You can have a great meal for half of the price.,helpful
27388,11522,1,"great hotel, city of Naples is not my kind!",helpful
27405,11530,1,"The restaurants do not focus on traditional Mexican dishes, so eat elsewhere if this is what you're looking for.",helpful
27408,11531,0,The hotel has two buildings to it.  One building has central air that can't be controlled from your room.  I would make sure to request the other building if you are like me and want to be able to control the temperature yourself.  They also automatically add gratuity to room service so keep that in mind for when you are tipping them as well.,Helpful.
27411,11532,1,no  vayan el 31 de diciembre salvo que acudan al cotillón. No dormirán hasta las 6 AM,helpful
27416,11534,1,"Public areas are on the sixth floor.  Parties can make the rooms uninhabitable on the seventh floor.

",Helpful.
27419,11535,1,"If you like spacious rooms, inquire as to the size the room when checking-in.",helpful
27422,11536,0,"Participate in the excursions, you will see much more of the area this way then you would on your own.",helpful
27441,11545,1,Try to find somewhere else to stay.,helpful
27446,11547,1,I would recommend you stay somewhere else.,helpful
27449,11548,1,"The hotel is amazing, but unless you get a significant break on the price, I suggest looking elsewhere.",helpful
27456,11551,1,Ne surtout pas y aller,Negative.
27465,11555,1,"Be aware: the hotel has two types of rooms. In the main building the rooms are really great. The secondary building has exactly the same price but the rooms are a full category worth. If you can't get a guarantee for a room in the main building, I wouldn't recommend the hotel.",Helpful.
27472,11558,1,Not the most central hotel but only a short (5-10min) walk from the main shopping areas etc.  Don't rely on the complimentary car service as it may not be available. Taxi's are readily available and not expensive.  Make sure and take a stroll down Bute St towards the harbour and stop in past Urban Fare to grab some nibbles.  Fantastic.,helpful
27475,11559,0,"Book this hotel, it's really nice and the prices will probably go up later as it gets famous...",helpful
27482,11562,1," Attention si l'hôtel est situé dans une grande tour, les chambres sont localisés entre le 4e et le 14e étage. Demander un étage élevé pour éviter les bruit de la rue et il y a quelques vues sur la baie.",Helpful.
27487,11564,1,Definitely have a drink at the Gore's bar. It was a great place to start an evening.,helpful
27496,11568,0,Don't go,helpful
27499,11569,1,straf hotel bar is raved about on foursquare,helpful
27514,11576,1,"top um rom zufuss zu erkunden;
service und spa des hotels - hier gibt es für den gleichen preis in rom besseres",helpful
27523,11580,1,"Try to plan your trip on summer, or sunny days... the weather is very important to enjoy the place",Helpful.
27532,11584,1,Be prepared for very small rooms...I've traveled to Paris many times and am accustomed to small rooms and these are very small in comparison. They're lovely rooms but small all the same.,helpful
27537,11586,1,"think of making your dining reservations before you go,and then have the very nice lady who is at the hotel office reconfirm. This place is very well suited for families with children ( or couples for that matter).",helpful
27546,11590,1,It is worth the money,helpful
27551,11592,1,this hotel is a great choice if you go around in East Village.,helpful
27554,11593,1,Book four floors down from the top to avoid disco boom.,helpful
27559,11595,1,"Rooms are on the small size, but decorated in the art deco style and nicely detailed.  It has the vibe of a nice boutique hotel.  Not boring or corporate.",helpful
27562,11596,1,Not that I could think of,Helpful.
27565,11597,0,Pick your floor in advance!,helpful
27570,11599,1,you need to ask for wi fi on check in. It is only available by use of equipment which the hotel is happy to provide.,helpful
27573,11600,1,"If you're a light sleeper, do NOT request a street-facing room. ",helpful
27576,11601,1,"Keinen großen Luxus erwarten, aber schöne stylische Zimmer.",helpful
27581,11603,1,I have been to Thailand over 30 times & this is the best run place I have stayed at. Unfortunately it was our first place we stayed at on this trip & all other luxury resorts have failed to compare in terms of service & professionalism.,helpful
27590,11607,1,give a little time maybe 3 month so they can really get into grove of not only being but living the dream of a 5star hotel......but i would go back in a minute,helpful
27593,11608,1,Consigliatisssimo!!!!!!!,helpful
27600,11611,1,Try restaurant Commerc24 for very special tapas.,helpful
27625,11623,1,"ask for a room on the back side of the hotel, big balcony and very quiet!",helpful
27630,11625,1,Ask for a room in a high floor overlooking the sea,Helpful.
27633,11626,1,"Exelent location, no noise at nights and vey hear to nice restaurant and shopping are ",helpful
27636,11627,1,"The Lobby is CRAZY BUSY ( frequented by a majority on non ACE guests, so it can difficult to find a seat just to chill or grab a drink.",helpful
27643,11630,0,"the rooms are litlle but if you move a little bit the furniture you can have good space.
Location is great!
The bath it's semi open and you need to be with someone who you have a lot of intimacy",Helpful.
27646,11631,1,Ask for higher floor to have quieter room.,helpful
27655,11635,1,"The breakfast is great, especially the fruit and granola.

During our three-night stay in January 2012, the bar and restaurant seemed to be closed each of the evenings we wanted a drink or bite to eat.",Helpful.
27658,11636,1,"You get what you pay for.  Great location but hotel a bit beaten up in public areas.  Room small but well designed and comfortable.  Pool area is weird - due to lack of space, of you want to lay out, the area you lie out in is actually around the corner from the pool.  

We were only in town for a few hours and needed a place to shower and change - would recommend this hotel for folks that don't expect hotels to be a part of their vacation experience (ie just a good, clean place to sleep)",Helpful.
27663,11638,1,"Room service was just ok and a bit pricey. The rooms provide a mini fridge... so go to chelsea market ( across the street ) and pick up a few hangover snacks.  If you get lazy and decide to stay in after a crazy night in the city, you'll thank yourself you bought that awesome lunch for 7 bucks compared to 30 dollar so-so lunch at la botegga.",helpful
27666,11639,1,"Rooms are small, but can't beat the location, quality and price. 
",helpful
27671,11641,1,"The position of the small suite has very little window, so room is pretty dark.  Go for the next size suite if you want more natural light in the room.",helpful
27678,11644,1,"Es un hotel nuevo, con buenas habitaciones muy agradable. La ubicación no es muy agradable. Para hacer turismo es mejor estar en uptown.",helpful
27683,11646,1,Ask for an upgrade. It may cost you less than 3$ a night!,helpful
27686,11647,0,make sure you get a room with a view as our first one looked into an airshaft.   We asked to change and for a small increase in price we got a much nicer room.,helpful
27703,11655,1,"No in-room coffee/tea making facilities, although complimentary morning coffee downstairs.",helpful
27712,11659,0,"Not walkable to most tourist sites, but a quick subway ride away.",helpful
27715,11660,0,Wait until the street construction is completed to stay on the street side.,helpful
27722,11663,1,"Contact the village guide shahid khan. He is amazing. Tel. 982.841.9261. 
Khan_shahid2@yahoo.co.in

He gives the best tour.",Helpful.
27727,11665,1,Enjoy!,helpful
27732,11667,1,this was our first trip to kyoto and we were only there for one night.  This hotel was not in the right location for our needs.  We needed to be near or in the heart of the old town.,Helpful.
27739,11670,1,"They will hold your luggage past check out if you still want to go around London before you leave. Also, ask the guys at the desk about the best way to get to the various transportation points in London, including airports - they are super honest about the best way to get there and know when there are delays.",helpful
27747,11674,0,場所が少しわかりにくいのでタクシーでは住所を見せると良い。ホテルのフロントでmetroの駅の場所を聞けば教えてもらえる。徒歩5分以内。,helpful
27756,11678,1,our room overlooked street - a bit noisy but didn't bother us - other guests may want to request different room,helpful
27761,11680,1,"It was a very active and social hotel, if you are looking for a quiet stay, this is NOT the place for you.",Helpful.
27770,11684,1,"Very stylish,convenient,good location,spacious rooms with excellent staff",helpful
27773,11685,1,Ask for a corner room on a high floor - you won't be disappointed! Also steer clear from room service.,helpful
27778,11687,1,"As usual, paying a bit more for a slightly better class of room makes it more likely you'll be satisfied.",helpful
27781,11688,1,"No mosquito nets around the beds or the outdoor lounge bed. Beware of mosquitos especially during the wet season as there is no getting away from them despite these room sprays, electric repellent, candles they give you. The outdoor lounge bed was pretty much useless to us because of the bugs. That was very disappointing and uncomfortable. Also, the front desk staff who acts as the concierge is not very informed in regards to what to do outside the hotel or the bali collection - they don't really know how long it takes to get places or where else to eat or sights to see outside of bali collection. Private beach is adjacent to a public beach so not much separation there and it is small - only 4 umbrellas since 2 were broken. ",Helpful.
27784,11689,1,"Until they close the club/bar downstairs in the fall, request rooms on the 3rd floor or higher.",helpful
27791,11692,1,"While maybe not as over-the-top luxurious as the nearby Taj and Oberoi hotels, Ista is the most Tablet-ish hotel in Bangalore, younger, hipper than its neighbors, and with a more youthful and cosmopolitan staff and guests. Perfeclt located in the northeast center of the city, with both the airport and the IT center within close proximity. Much recommended!",helpful
27798,11695,1,"暮らす感覚でステイできるいいホテルです。ミッドタウンにもダウンタウンにもアクセスが良く、動き回るにはベストな立地だとも思います。
すぐ近くにはありませんが、少しあるけば24時間のドラッグストアがあり、日常的な飲み物〜食べ物は全て揃います。メイシーズも徒歩圏内。",Helpful.
27803,11697,1,Dont even think to book the cheaper rooms. Those seems to be Marahas horse houses.,Negative.
27806,11698,0,Small room ,Helpful (but not very informative)
27809,11699,1,"This hotel is really tucked away within a residential setting, but its so close to Trader Joes, Starbucks and other wonderful dining experiences that you can easily walk to.",helpful
27822,11705,1,Saulsilito-some fun spots to eat the Lighthouse diner--Fish on the water-both small but delicious!,helpful
27827,11707,1,"Excellent serivce!

Great location!

Rooms are small-ish - but they are a good value given the price.

The gym is really not usable though.",Helpful.
27832,11709,1,Get a balcony. High Floors are good. Make sure to visit the rooftop for majestic views of the city.,Helpful.
27835,11710,1,Book a large room,Helpful.
27838,11711,1,Don't miss the indoor pool!,helpful
27845,11714,1,"a room the size of a walk-in closet.  all the usual amenities were there, including a minibar, nespresso coffee, tv, small desk, small bathroom with shower/tub combo, but crammed into an extremely small footprint.  i requested a view and was given a top floor (5), but the view is of other buildings and residences right next to the hotel building, more like a new york east village walkup.  rather unremarkable.  but very quiet for sleeping.  ",helpful
27848,11715,1,"L'hotel si trova in una posizione fantastica per visitare le zone piu' centrali di Los Angeles.
Inoltre si trova di fronte al Farmers market, che puo' essere molto divertente per la sera dopo una giornata di faticose camminate.
Dietro al Farmers market c'e' un centro commerciale lussuoso e sorprendente!!! consiglio vivamente per i patiti dello shopping!",Helpful.
27853,11717,1,"I had the driver who collected me at the airport stop by a shopping center where I got cash from an ATM machine (good exchange rate) and some items - wine, beer, and snacks - from the grocery store, which were nice to have.",helpful
27856,11718,1,"take the deal with breakfast which is V. expensive if not included.  If your taking a taxi to the 7th or across the river, there is a taxi stand on the corner at the Champs E.  50 yards away -- otherwise you spend 5/10minutes going the wrong way -- one way streets.  annoying and expensive.",helpful
27859,11719,1,"get a room with a southern view and terrace, really spectacular sunsets",Helpful.
27866,11722,1,por supuesto!!! y yo regresaria,Neutral.
27879,11728,1,Try to have dinner in the hotel restaurant.,helpful
27882,11729,1,"ask for room size before you book
Ask for renovated room
",Helpful.
27887,11731,1,"Eat at the hotel restaurant - excellent food and check out local area for drinking, eating and browsing - no need to go far.",helpful
27892,11733,1,Book the club package with breakfast and cocktails included,helpful
27897,11735,1,Beware - we shared with 2 wedding parties who took over the place Friday and Saturday,helpful
27904,11738,1,have a fire,vulgar
27907,11739,1,"We booked an elephant ride ""Safari"" through the hotel to avoid the abuse of elephants at the Amber Fort.- and told the hotel that this was why we were booking the Safari.
Unfortunately the elephant that met us had been walked through the night from Amber fort for our use
Heartbreaking.",Helpful.
27912,11741,1,"allez-y. excellent rapport qualité prix et accueil impeccable. localisation OK dans la mesure où Lisbonne n'est pas une ville très grande. accès rapide à deux stations de métro et quartier sans prétention et sans grand intérêt, mais calme et semble-t-il non dangereux.",helpful
27917,11743,1,super petit dejeuner buffet,helpful
27920,11744,1,Take advantage the location has to offer with many amazing bars and restaurants within a 5 min walk. Talk to the staff and get to know them and they will go above and beyond.,Helpful.
27923,11745,1,"Great location for walking to main attractions and good shopping, food etc.",helpful
27926,11746,1,"Odeon restaurant is my favorite restaurant. 
Trinity Church Wall Street is a nice church to go to, nearby. 
Century 21 discount clothes is nearby, great stuff. 
Use hopstop.com to plan your travel within NYC. Taking the best train will save you time. 
Have fun!",Helpful.
27935,11750,1,I would not recommend this hotel. The rooms are somewhat dingy. And that entire hotel (rooms included) smelled very unpleasant. ,helpful
27938,11751,1,"Dont stay under the Gym or near the elevator, try and stay in a high floor away forjm the main street noise.",helpful
27947,11755,1,This hotel does not have the hippest location in the city but its a hidden gem. Gild Hall is a stylish quite space to relax in after your city adventures. ,helpful
27966,11764,1,"Make sure you get what you stipulated when making your reservation.  Beware of complimentary ""upgrades.""  It's not size that matters in this hotel, it is location.  There are great rooms and awful rooms in this place. Don't allow yourself to get stuck in a weird, awkward ""suite"" miles away from the heart of the hotel. ",Helpful.
27977,11769,1,"Take a little extra time and enjoy the pace in the ""hood""",helpful
27980,11770,1,Tacobar at Fillmore and California was a great stop.,helpful
27983,11771,1,Unbedingt auch das Restaurant testen!,helpful
27988,11773,1,Rent bicycles! Sevilla is a great place to get to know by bike. The hotel coordinates everything for you.,helpful
27995,11776,1,Go to the drawing room; there's tea and soft drinks available. ,helpful
28018,11787,1,Enjoy.  The rooms are compact but a lot of fun.,helpful
28021,11788,1,O Pod room e os quartos semelhantes não valem o preço neste hotel.,helpful
28024,11789,1,Rooms are on the small side and can be very noisy if to the front side...,helpful
28029,11791,1,Go to the David Burke Primehouse on Sunday night if you want peace and quiet.,helpful
28042,11797,1,"Really appreciated the Tablet tip about doing ""routa dos cetaceos"" - was amazing and fully recommend. Was the best sea-life sight-seeing -an absolute high-light.",helpful
28047,11799,1,ask for a Quiel Room !,helpful
28050,11800,0,"take advantage of a special offer, otherwise choose a different Thompson hotel in NYC.",Helpful.
28061,11805,0,"If you book a room via Tablet, it would be wise to contact the hotel in advance of arrival to confirm your reservation.",helpful
28066,11807,0,Book the restaurant when they have a the show on.,Helpful.
28071,11809,1,Ask about early check in.....,helpful
28074,11810,1,Stay here!,helpful
28077,11811,1,"Book a garden view room. If you like really high ceilings, try and get a room on the 1st floor . ",Helpful.
28092,11818,1,Find out how to turn off the light around the mini-bar.  We could not find the switch - quite frustrating in the middle of the night.,helpful
28095,11819,1,Take a metered taxi.. They're 4 or 5 times cheaper,Helpful.
28098,11820,1,Upgrade to the larger room. It's well worth it as standard rooms are small,Helpful.
28103,11822,1,Ask to stay in a room at ground level or higher.,helpful
28108,11824,1,Ask for the room with terrace.,helpful
28123,11831,1,J'avais pris une suite elle était minuscule une douche max et toilet en même temps 2m2 et le robinet a l'exterieur de la salle de bain ( dans le sejour),helpful
28126,11832,1,"Seek a high floor, the views are worth it.",helpful
28137,11837,1,En recepción mirar las habitaciones por el iPad!,helpful
28140,11838,1,"Standard rooms are not huge, so if you need a large room, make sure you check what you are booking, that said it is very good value compared to other Tokyo hotels.",helpful
28145,11840,1,Try all restaurants.,helpful
28148,11841,1,Head over to Leblon for bars & restaurants for a good night out and head up to Santa Theresa to see old Rio (ask the concierge for a great restaurant recommendation up there).,helpful
28153,11843,1,Cristina has the best tips on what to do where to go what to try in town.,helpful
28168,11850,1,"Use the spa.. and if you need to be in Brickell are, the best place to stay.",helpful
28199,11865,1,dont go there,Negative.
28202,11866,1,éviter la chambre individuelle trop petite.,helpful
28205,11867,0,There is no lift so not the place if you don't relish a climb.  ,helpful
28222,11875,1,"The rooms with ""sea view"" are not worth the premium.  A view towards the garden would look nicer than the container port that one sees with the ""sea view""",helpful
28229,11878,1,"Invite your friends over to ""your place"" for a nightcap at the lobby or The Breslin. ",helpful
28238,11882,1,滞在するなら、ぜひクラブL指定をオススメします。費用対効果を考えてもかなりお得だと思います。,Helpful.
28241,11883,1,Ask for a room with a view of Neri square,helpful
28244,11884,1,"Get a room with a view of the city palace on the shore of the lake. Have a lazy afternoon sunning on the roof of the hotel, specially in winter, when it can be cold and the roof offers great views.  
Best time to visit is just towards the end of winter, or just at the start (before it gets too cold!).",helpful
28258,11891,1,Lo consiglio solo se avete un mezzo proprio,Helpful.
28265,11894,1,Take advantage of the wine hour in the lounge by the fireplace. Many guests do and a nice way to meet some new people.,helpful
28272,11897,1,Go to the Sky Bar when you are a guest because if you come back on another night there is a queue.,helpful
28289,11905,1,bring a hair dryer,helpful
28292,11906,1,Upholstered furniture in the room was very dirty.  No place to put your soap in the shower except on the shower floor.  Room was very muggy. Had a CD player in the room but no CDs.  Who carries CDs around with them these days.,Helpful.
28295,11907,1,Have tea in the conservatory.,helpful
28300,11909,1,This is a very busy 'Ladies' hotel! If you're not staying to enjoy the Malmaison girly offers; avoid the weekends when it's heaving with women on the hunt for anything male...,Negative.
28309,11913,1,"Upper floors, north side.",helpful
28312,11914,1,Heads up on the showers - you're basically in a cube of glass in the middle of the room. There's a curtain controlled on the other side that you can close but it was definitely surprising to find. ,Helpful.
28319,11917,1,This is a gem if you like old boutique hotels,helpful
28324,11919,1,"Avoid the hotel until renovations and staff training is completed. Old world charm has many benefits, none of which this hotel has embraced.",helpful
28329,11921,1,Ask if the Breakfast is included,Helpful.
28348,11930,1,stayed again in Dec 2010 and management had changed - staff not as efficient and the restaurant seating was doubled in size to acommodate large groups edging into the pool space - disappointing non improvement,Negative.
28351,11931,1,Pierre's,"This comment is incomplete and cannot be categorized as helpful, negative, or vulgar."
28356,11933,1,use the spa,Helpful.
28359,11934,1,upgrade - suites with balconies are a must otherwise rooms very standard hotel fodder and dated ,helpful
28362,11935,1,go when the lake is full after the monsoon,helpful
28367,11937,0,"Overall, I would not recommend the hotel to other guests.",Negative.
28374,11940,1,Stay here when in Palm Springs,helpful
28379,11942,1,Order the waffles at breakfast. Hands-down the best waffles I've ever ordered.,helpful
28386,11945,1,"The owners of the hotel also run the Lokantasi Karakoi restaurant which is located in the same building as the Karakoi rooms. The food is delicious, the service is good and again as for the hotel, it is well decorated.

Room 9 has an amazing view",Helpful.
28389,11946,1,"If you're on the guest list for Marquee, make sure to get in line early - they often reach max capacity quite early on Saturday nights.",helpful
28398,11950,1,"I would definitely not recommend staying here...for the price, the service was terrible.  Staff was unfriendly, nothing was on time, and the room could easily have been from a cheap chain. ",helpful
28409,11955,1,moderno ,helpful (assuming the comment is referring to something being modern or contemporary)
28418,11959,1,This was a good resort but far from previous resorts recommended by Tablet,helpful
28423,11961,1,"choose another hotel, although it's a budget one, you'll be deluded...",Negative.
28438,11968,1,"Hotel confortable, mais service basique",helpful
28443,11970,1,"E' un hotel che suggerisco senza alcun dubbio. Io avevo la colazione compresa nel prezzo, ma se non dovesse essere compresa, consiglierei di farla fuori; la scelta non è molto ampia.",helpful
28452,11974,1,"If noise bothers you, ask to be in a room that doesn't face the street",helpful
28455,11975,1,Check out the motorscooter for rent,helpful
28462,11978,1,L'Ardoise Restaurant is fantastic and walking distance from hotel.,helpful
28469,11981,0,"Just enjoy the hotel and do let the staff make suggestions for restaurants, shopping, and more.
They are spot on.",helpful
28472,11982,1,客室によってワークデスクがないので、必要な場合はリクエストした方が良い。,Helpful.
28479,11985,1,take the corner rooms which have lots of windows whith beautifull light,helpful
28482,11986,0,"For sure a place tostay, good compromise with quality and price.",helpful
28485,11987,1,"Definitely a hotspot for the 30s crowd.  The lobby is always packed. I felt a bit old, but still enjoyed the energy. ",Helpful.
28488,11988,1,Don't stay in the upper building. under any circumstances.,helpful
28501,11994,1,"Try to ask for a room that's on the interior of the block. Our room on the second floor faced the street, and we could hear some street noise early in the morning. Not a major issue, but if you want pure silence, an interior room may be better.",helpful
28516,12001,1,Go,Negative.
28521,12003,1,Beef Pho at Spices Garden is very good. French restaurant Le Belieu is over rated.,helpful
28530,12007,1,If you want to be in the middle of the gay bar scene it might work for you.,helpful
28533,12008,1,What could be better??  Across the street from one of my favorite restaurants...Balthazar...great for a brunch or late night dinner or whatever!!! And great shopping in the area.,helpful
28542,12012,0,"It's close to the main road through town, with a Safeway just across the street. Not quite what we expected but it was fine as a base for exploring the area.",helpful
28549,12015,1,"The restaurant is not for a 'quiet' evening.
Don't come to ocean drive expecting a quiet night!

Also, don't ask for classic cocktails like a Sazarac or Old Fashioned.  Stick with what's on the menu/more appropriate for South Beach.",Negative.
28554,12017,1,"Proper attire in Cambodia means no tank tops or shorts or sundresses with straps. Especially at the temple, please wear at least capri length pants or skirt and shirts with some sleeves - men can wear LONG shorts and shirts with sleeves. Please don't be the ""ugly westerner"". Thanks!",helpful
28559,12019,1,"If you are looking for a location close to the LES and Soho this is great!  If the you are not to concerned about the room also great, otherwise I would stay elsewhere.  ",helpful
28576,12027,1,Rooms are small and hotel is past it's prime. Bathroom floors a little grimy and linens no longer white. Plenty of hotels to choose from in the area and next time I'll choose not to stay here.,helpful
28579,12028,1,Spa is a must do. ,helpful
28582,12029,1,don't book this hotel when you are not a couple as there is little privacy in the room/toilet/bathroom,helpful
28587,12031,1,"This hotel is in a great location , close to the park and walking distance to shops ",helpful
28590,12032,1,Book the top floor rooms,Helpful.
28593,12033,0,"They make a great Sazerac in the lobby bar.
For a down home breakfast (biscuits and grits) try the Commerce Grocery across the street. It's where the firemen eat.",Helpful.
28596,12034,1,"Use complimentary tuk-tuk service to go to the nearby train station (or walk, 10 minutes) rather than going by cab.",helpful
28599,12035,1,See note about Internet fee. ,helpful
28604,12037,1,"The hotel is close to Kensington Gardens, which then connect to Hyde Park. Very nice for walkers. You are also within walking distance to Portobello Road. The restaurant at the hotel was very good, but the breakfast - which also was quite good - is priced crazily high. There are plenty of restaurants in the area.",helpful
28607,12038,1,"Restaurant was very good. We ate breakfast there every morning, and had dinner there twice. The bar was also nice and they had some unique appetizer offerings. This is a decent hotel choice if you don't mind taking the bus - the 55 bus was a straight-shot to Soho (10 min), and coming home, the bus stop is exactly in front of the hotel. The hotel provided oyster cards for use while you're staying at the hotel and you just pay for what you use.",Helpful.
28612,12040,1,If I could do it over again I probably would've stayed at the springs hotel instead of tabacon,helpful
28615,12041,1,"excellent,a must see,for the lover of great design.",helpful
28620,12043,1,Tell taxi drivers that the hotel's main entry is on the side street and not Park Avenue,helpful
28631,12048,1,Bring friends for a party!,helpful
28634,12049,1,"Get a corner room if you can, or one facing south.

",helpful
28637,12050,1,"Request a room with southern view, splurge on a corner room. ",helpful
28646,12054,1,Vérifier le type de chambre qui vous sera attribuer.,helpful
28651,12056,1,Try to book a room on the higher floors.,helpful
28660,12060,1,Check in later and you will get a higher floor.,Helpful.
28663,12061,1,"If you go in winter, remember to pack your bathers as the outdoor pool is lovely.  ",Helpful.
28672,12065,1,"Molto trendy per il bar e il ristorante.
Tranquillissimo nelle spaziose camere.",helpful
28677,12067,1,"Il Rayavadee è l'unico sistema per vivere a pieno questa magnifica natura di Krabi e le sue spiagge di Raileh beach e Phra Nang beach.
",Helpful.
28680,12068,1,"Just do not leave the villa, the rest of the hotel does not really impress.",helpful
28685,12070,1,Rooms are nice but nothing special. So take the basic room and splurge on something else...,helpful
28688,12071,1,Not ideal if you're sharing with a friend as the showers are glass fronted into the room. ,helpful
28695,12074,1,There are day trippers from 10am-3pm.  Avoid the main beach and go to either the pool or beach behind the hotel,Helpful.
28700,12076,1,The special room is amazing,helpful
28711,12081,1,Wonderful boutique hotel that provides excellent value for money!,helpful
28716,12083,1,Ask for a room that's been pre-checked for silence after dark.,helpful
28719,12084,0,Great place if you don't care about amenities and don't plan to spend time in your room. Probably not a Tablet worthy hotel any more...but we figured out what we were getting before hand. ,Helpful.
28724,12086,1,try the martinis in the lobby bar -- very comfortable sofas with ledge for drinks -- super relaxing!,helpful
28727,12087,1,avoir une voiture,"Helpful. 

(Note: This is not a comment, but rather a statement in French that translates to ""having a car."")"
28734,12090,1,"Muy centrico  a un paso de zona comercial y de los transportes publicos.
Hotel muy chic y acogedor, servicio impecable.
Restaurante y bar muy animado, comida deliciosa.
Muy recomendable.",Helpful.
28739,12092,1,"The hotel has about four sets of steps and no ramp of any kind if you have issues walking or are in a wheelchair. I had a stroller and navigated it just fine. It is super close to the Columbus Circle subway which will take you to Penn which has the NJ Transit to and from EWR. Super slick, inexpensive way to and from the city with elevators all the way for luggage, etc.",Helpful.
28742,12093,1,Location is awesome ! Good beach chairs n location. Walk to nearby restaurants. ,helpful
28753,12098,1,bring a book and a comanion;hotel's pretty remote and there's not much to do but hang out by your private pool,helpful
28756,12099,1,"決して安くない料金ですが、サービス等を考えると満足感のあるホテルライフを経験することができると思います。コベントガーデンにも近くロケーションがいいので、観光には適していると思います。
",helpful
28759,12100,1,Beach is great. ,helpful
28766,12103,1,"this is a great place if you are visiting cambridge.  if you are just visiting boston, a full service hotel might be better. this is really a bed and breakfast, although a very stylish one -- more stylish in many ways than boston itself.  still, there is no mini bar, no midnight munchies room service, etc.",Helpful.
28777,12108,1,Bring body lotion,Helpful.
28780,12109,1,I would select other hotels at same area which are many,Helpful.
28789,12113,1,A corner room on any other room which over looks the park at the back is most quiet,helpful
28794,12115,1,The loft suites are fabulous and take tea or treat yourself to a glass of champaign in the library.,helpful
28797,12116,1,Excelente restaurante en el mismo hotel.,helpful
28800,12117,1,The concierge is great for restaurants but might up sell you more than a bit on other items such as private taxi tours and tailors.  I was happy but just a bit of research could get the same for quite a bit less.,helpful
28811,12122,1,"very expensive taxi from airport, noisy outside on weekends nights from young hip late crowd, (i was graciously moved to a quieter room when i commented). not dealbreakers, just FYI.",helpful
28816,12124,0,"Fine for quick business, but not outstanding for a long term stay. ",helpful
28819,12125,1,explore the area. Lovely!,helpful
